workload,num_chiplets,link_bw,best_strategy,speedup,efficiency,compute_fraction,interconnect_fraction
bert_av_seq512,8,128,split_m,2.2729970326409497,0.2841246290801187,0.5682492581602374,0.4317507418397626
bert_av_seq512,8,256,split_m,2.8058608058608057,0.3507326007326007,0.7014652014652014,0.2985347985347986
bert_av_seq512,8,512,split_m,3.1784232365145226,0.39730290456431533,0.7946058091286307,0.20539419087136934
bert_av_seq512,8,1024,split_m,3.4044444444444446,0.4255555555555556,0.8511111111111112,0.14888888888888885
bert_av_seq512,8,2048,split_m,3.5299539170506913,0.4412442396313364,0.8824884792626728,0.11751152073732718
bert_qkv_proj_seq512,2,1,split_n,0.030709672895909132,0.015354836447954566,0.015354836447954566,0.9846451635520455
bert_qkv_proj_seq512,2,2,split_n,0.06048977779969913,0.030244888899849564,0.030244888899849564,0.9697551111001504
bert_qkv_proj_seq512,2,4,split_n,0.11742514912725845,0.05871257456362922,0.05871257456362922,0.9412874254363708
bert_qkv_proj_seq512,2,8,split_n,0.22181627448497893,0.11090813724248946,0.11090813724248946,0.8890918627575105
bert_qkv_proj_seq512,2,16,split_n,0.399309738547195,0.1996548692735975,0.1996548692735975,0.8003451307264025
bert_qkv_proj_seq512,2,32,split_n,0.6656173677069199,0.33280868385345996,0.33280868385345996,0.66719131614654
bert_qkv_proj_seq512,2,64,split_n,0.9986157479032652,0.4993078739516326,0.4993078739516326,0.5006921260483674
bert_qkv_proj_seq512,2,128,split_n,1.3317406884569443,0.6658703442284721,0.6658703442284721,0.33412965577152787
bert_qkv_proj_seq512,2,256,split_n,1.5983318128502542,0.7991659064251271,0.7991659064251271,0.20083409357487292
bert_qkv_proj_seq512,2,512,split_n,1.7761042722664735,0.8880521361332367,0.8880521361332367,0.11194786386676325
bert_qkv_proj_seq512,2,1024,split_n,1.8806931452231253,0.9403465726115626,0.9403465726115626,0.059653427388437374
bert_qkv_proj_seq512,2,2048,split_n,1.93774687944383,0.968873439721915,0.968873439721915,0.031126560278085025
bert_qkv_proj_seq512,4,1,split_mn,0.04115532915202706,0.010288832288006765,0.010288832288006765,0.9897111677119932
bert_qkv_proj_seq512,4,2,split_mn,0.08146834333087546,0.020367085832718866,0.020367085832718866,0.9796329141672812
bert_qkv_proj_seq512,4,4,split_mn,0.15966878881381089,0.03991719720345272,0.03991719720345272,0.9600828027965472
bert_qkv_proj_seq512,4,8,split_mn,0.30702215546376266,0.07675553886594066,0.07675553886594066,0.9232444611340593
bert_qkv_proj_seq512,4,16,split_mn,0.5700739087993306,0.14251847719983265,0.14251847719983265,0.8574815228001673
bert_qkv_proj_seq512,4,32,split_mn,0.9973164186386924,0.2493291046596731,0.2493291046596731,0.7506708953403269
bert_qkv_proj_seq512,4,64,split_mn,1.5950058525165822,0.39875146312914556,0.39875146312914556,0.6012485368708544
bert_qkv_proj_seq512,4,128,split_mn,2.2774373259052925,0.5693593314763231,0.5693593314763231,0.4306406685236769
bert_qkv_proj_seq512,4,256,split_mn,2.8972360028348687,0.7243090007087172,0.7243090007087172,0.2756909992912828
bert_qkv_proj_seq512,4,512,split_mn,3.353568498769483,0.8383921246923708,0.8383921246923708,0.1616078753076292
bert_qkv_proj_seq512,4,1024,split_mn,3.640249332146037,0.9100623330365093,0.9100623330365093,0.0899376669634907
bert_qkv_proj_seq512,4,2048,split_mn,3.8027906976744186,0.9506976744186046,0.9506976744186046,0.049302325581395356
bert_qkv_proj_seq512,8,1,split_mn,0.06172522610940827,0.0077156532636760335,0.010287537684901378,0.9897124623150986
bert_qkv_proj_seq512,8,2,split_mn,0.12217208093003795,0.015271510116254744,0.02036201348833966,0.9796379865116603
bert_qkv_proj_seq512,8,4,split_mn,0.23938630907067987,0.029923288633834984,0.039897718178446645,0.9601022818215533
bert_qkv_proj_seq512,8,8,split_mn,0.46010129431626334,0.05751266178953292,0.07668354905271056,0.9233164509472894
bert_qkv_proj_seq512,8,16,split_mn,0.8536228857799123,0.10670286072248904,0.1422704809633187,0.8577295190366813
bert_qkv_proj_seq512,8,32,split_mn,1.4914264866836922,0.18642831083546152,0.24857108111394868,0.7514289188860513
bert_qkv_proj_seq512,8,64,split_mn,2.380896913220734,0.29761211415259176,0.3968161522034556,0.6031838477965443
bert_qkv_proj_seq512,8,128,split_mn,3.39253112033195,0.42406639004149377,0.5654218533886584,0.43457814661134164
bert_qkv_proj_seq512,8,256,split_mn,4.3076923076923075,0.5384615384615384,0.717948717948718,0.28205128205128205
bert_qkv_proj_seq512,8,512,split_mn,4.9792935444579784,0.6224116930572473,0.829882257409663,0.17011774259033696
bert_qkv_proj_seq512,8,1024,split_mn,5.400264200792602,0.6750330250990753,0.9000440334654337,0.09995596653456629
bert_qkv_proj_seq512,8,2048,split_mn,5.6386206896551725,0.7048275862068966,0.9397701149425287,0.06022988505747129
